timestamp_raw,log_level,client,message,parsed_status,line_no,raw_line,timestamp,date,hour,weekday
Sun Dec 04 04:51:18 2005,error,unknown,mod_jk child workerEnv in error state 6,success,11,[Sun Dec 04 04:51:18 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:51:18,2005-12-04,4,Sunday
Sun Dec 04 04:51:37 2005,notice,unknown,jk2_init() Found child 6736 in scoreboard slot 10,success,12,[Sun Dec 04 04:51:37 2005] [notice] jk2_init() Found child 6736 in scoreboard slot 10,2005-12-04 04:51:37,2005-12-04,4,Sunday
Sun Dec 04 04:51:38 2005,notice,unknown,jk2_init() Found child 6733 in scoreboard slot 7,success,13,[Sun Dec 04 04:51:38 2005] [notice] jk2_init() Found child 6733 in scoreboard slot 7,2005-12-04 04:51:38,2005-12-04,4,Sunday
Sun Dec 04 04:51:38 2005,notice,unknown,jk2_init() Found child 6734 in scoreboard slot 9,success,14,[Sun Dec 04 04:51:38 2005] [notice] jk2_init() Found child 6734 in scoreboard slot 9,2005-12-04 04:51:38,2005-12-04,4,Sunday
Sun Dec 04 04:51:52 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,15,[Sun Dec 04 04:51:52 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:51:52,2005-12-04,4,Sunday
Sun Dec 04 04:51:52 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,16,[Sun Dec 04 04:51:52 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:51:52,2005-12-04,4,Sunday
Sun Dec 04 04:51:55 2005,error,unknown,mod_jk child workerEnv in error state 6,success,17,[Sun Dec 04 04:51:55 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:51:55,2005-12-04,4,Sunday
Sun Dec 04 04:52:04 2005,notice,unknown,jk2_init() Found child 6738 in scoreboard slot 6,success,18,[Sun Dec 04 04:52:04 2005] [notice] jk2_init() Found child 6738 in scoreboard slot 6,2005-12-04 04:52:04,2005-12-04,4,Sunday
Sun Dec 04 04:52:04 2005,notice,unknown,jk2_init() Found child 6741 in scoreboard slot 9,success,19,[Sun Dec 04 04:52:04 2005] [notice] jk2_init() Found child 6741 in scoreboard slot 9,2005-12-04 04:52:04,2005-12-04,4,Sunday
Sun Dec 04 04:52:05 2005,notice,unknown,jk2_init() Found child 6740 in scoreboard slot 7,success,20,[Sun Dec 04 04:52:05 2005] [notice] jk2_init() Found child 6740 in scoreboard slot 7,2005-12-04 04:52:05,2005-12-04,4,Sunday
Sun Dec 04 04:52:05 2005,notice,unknown,jk2_init() Found child 6737 in scoreboard slot 8,success,21,[Sun Dec 04 04:52:05 2005] [notice] jk2_init() Found child 6737 in scoreboard slot 8,2005-12-04 04:52:05,2005-12-04,4,Sunday
Sun Dec 04 04:52:12 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,22,[Sun Dec 04 04:52:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,2005-12-04,4,Sunday
Sun Dec 04 04:52:12 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,23,[Sun Dec 04 04:52:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,2005-12-04,4,Sunday
Sun Dec 04 04:52:12 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,24,[Sun Dec 04 04:52:12 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:12,2005-12-04,4,Sunday
Sun Dec 04 04:52:15 2005,error,unknown,mod_jk child workerEnv in error state 6,success,25,[Sun Dec 04 04:52:15 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:52:15,2005-12-04,4,Sunday
Sun Dec 04 04:52:15 2005,error,unknown,mod_jk child workerEnv in error state 7,success,26,[Sun Dec 04 04:52:15 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:52:15,2005-12-04,4,Sunday
Sun Dec 04 04:52:15 2005,error,unknown,mod_jk child workerEnv in error state 7,success,27,[Sun Dec 04 04:52:15 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:52:15,2005-12-04,4,Sunday
Sun Dec 04 04:52:36 2005,notice,unknown,jk2_init() Found child 6748 in scoreboard slot 6,success,28,[Sun Dec 04 04:52:36 2005] [notice] jk2_init() Found child 6748 in scoreboard slot 6,2005-12-04 04:52:36,2005-12-04,4,Sunday
Sun Dec 04 04:52:36 2005,notice,unknown,jk2_init() Found child 6744 in scoreboard slot 10,success,29,[Sun Dec 04 04:52:36 2005] [notice] jk2_init() Found child 6744 in scoreboard slot 10,2005-12-04 04:52:36,2005-12-04,4,Sunday
Sun Dec 04 04:52:36 2005,notice,unknown,jk2_init() Found child 6745 in scoreboard slot 8,success,30,[Sun Dec 04 04:52:36 2005] [notice] jk2_init() Found child 6745 in scoreboard slot 8,2005-12-04 04:52:36,2005-12-04,4,Sunday
Sun Dec 04 04:52:49 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,31,[Sun Dec 04 04:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:49,2005-12-04,4,Sunday
Sun Dec 04 04:52:49 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,32,[Sun Dec 04 04:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:52:49,2005-12-04,4,Sunday
Sun Dec 04 04:52:52 2005,error,unknown,mod_jk child workerEnv in error state 7,success,33,[Sun Dec 04 04:52:52 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:52:52,2005-12-04,4,Sunday
Sun Dec 04 04:52:52 2005,error,unknown,mod_jk child workerEnv in error state 6,success,34,[Sun Dec 04 04:52:52 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:52:52,2005-12-04,4,Sunday
Sun Dec 04 04:53:05 2005,notice,unknown,jk2_init() Found child 6750 in scoreboard slot 7,success,35,[Sun Dec 04 04:53:05 2005] [notice] jk2_init() Found child 6750 in scoreboard slot 7,2005-12-04 04:53:05,2005-12-04,4,Sunday
Sun Dec 04 04:53:05 2005,notice,unknown,jk2_init() Found child 6751 in scoreboard slot 9,success,36,[Sun Dec 04 04:53:05 2005] [notice] jk2_init() Found child 6751 in scoreboard slot 9,2005-12-04 04:53:05,2005-12-04,4,Sunday
Sun Dec 04 04:53:05 2005,notice,unknown,jk2_init() Found child 6752 in scoreboard slot 10,success,37,[Sun Dec 04 04:53:05 2005] [notice] jk2_init() Found child 6752 in scoreboard slot 10,2005-12-04 04:53:05,2005-12-04,4,Sunday
Sun Dec 04 04:53:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,38,[Sun Dec 04 04:53:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:15,2005-12-04,4,Sunday
Sun Dec 04 04:53:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,39,[Sun Dec 04 04:53:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:15,2005-12-04,4,Sunday
Sun Dec 04 04:53:16 2005,error,unknown,mod_jk child workerEnv in error state 7,success,40,[Sun Dec 04 04:53:16 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:53:16,2005-12-04,4,Sunday
Sun Dec 04 04:53:16 2005,error,unknown,mod_jk child workerEnv in error state 6,success,41,[Sun Dec 04 04:53:16 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:53:16,2005-12-04,4,Sunday
Sun Dec 04 04:53:29 2005,notice,unknown,jk2_init() Found child 6754 in scoreboard slot 8,success,42,[Sun Dec 04 04:53:29 2005] [notice] jk2_init() Found child 6754 in scoreboard slot 8,2005-12-04 04:53:29,2005-12-04,4,Sunday
Sun Dec 04 04:53:29 2005,notice,unknown,jk2_init() Found child 6755 in scoreboard slot 6,success,43,[Sun Dec 04 04:53:29 2005] [notice] jk2_init() Found child 6755 in scoreboard slot 6,2005-12-04 04:53:29,2005-12-04,4,Sunday
Sun Dec 04 04:53:40 2005,notice,unknown,jk2_init() Found child 6756 in scoreboard slot 7,success,44,[Sun Dec 04 04:53:40 2005] [notice] jk2_init() Found child 6756 in scoreboard slot 7,2005-12-04 04:53:40,2005-12-04,4,Sunday
Sun Dec 04 04:53:51 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,45,[Sun Dec 04 04:53:51 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:53:51,2005-12-04,4,Sunday
Sun Dec 04 04:53:54 2005,error,unknown,mod_jk child workerEnv in error state 7,success,46,[Sun Dec 04 04:53:54 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:53:54,2005-12-04,4,Sunday
Sun Dec 04 04:54:15 2005,notice,unknown,jk2_init() Found child 6763 in scoreboard slot 10,success,47,[Sun Dec 04 04:54:15 2005] [notice] jk2_init() Found child 6763 in scoreboard slot 10,2005-12-04 04:54:15,2005-12-04,4,Sunday
Sun Dec 04 04:54:15 2005,notice,unknown,jk2_init() Found child 6766 in scoreboard slot 6,success,48,[Sun Dec 04 04:54:15 2005] [notice] jk2_init() Found child 6766 in scoreboard slot 6,2005-12-04 04:54:15,2005-12-04,4,Sunday
Sun Dec 04 04:54:15 2005,notice,unknown,jk2_init() Found child 6767 in scoreboard slot 7,success,49,[Sun Dec 04 04:54:15 2005] [notice] jk2_init() Found child 6767 in scoreboard slot 7,2005-12-04 04:54:15,2005-12-04,4,Sunday
Sun Dec 04 04:54:15 2005,notice,unknown,jk2_init() Found child 6765 in scoreboard slot 8,success,50,[Sun Dec 04 04:54:15 2005] [notice] jk2_init() Found child 6765 in scoreboard slot 8,2005-12-04 04:54:15,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,51,[Sun Dec 04 04:54:18 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,52,[Sun Dec 04 04:54:18 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,53,[Sun Dec 04 04:54:18 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,54,[Sun Dec 04 04:54:18 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,error,unknown,mod_jk child workerEnv in error state 6,success,55,[Sun Dec 04 04:54:18 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,error,unknown,mod_jk child workerEnv in error state 6,success,56,[Sun Dec 04 04:54:18 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,error,unknown,mod_jk child workerEnv in error state 7,success,57,[Sun Dec 04 04:54:18 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:18 2005,error,unknown,mod_jk child workerEnv in error state 7,success,58,[Sun Dec 04 04:54:18 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 04:54:18,2005-12-04,4,Sunday
Sun Dec 04 04:54:20 2005,notice,unknown,jk2_init() Found child 6768 in scoreboard slot 9,success,59,[Sun Dec 04 04:54:20 2005] [notice] jk2_init() Found child 6768 in scoreboard slot 9,2005-12-04 04:54:20,2005-12-04,4,Sunday
Sun Dec 04 04:54:20 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,60,[Sun Dec 04 04:54:20 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:54:20,2005-12-04,4,Sunday
Sun Dec 04 04:54:20 2005,error,unknown,mod_jk child workerEnv in error state 6,success,61,[Sun Dec 04 04:54:20 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:54:20,2005-12-04,4,Sunday
Sun Dec 04 04:56:52 2005,notice,unknown,jk2_init() Found child 8527 in scoreboard slot 10,success,62,[Sun Dec 04 04:56:52 2005] [notice] jk2_init() Found child 8527 in scoreboard slot 10,2005-12-04 04:56:52,2005-12-04,4,Sunday
Sun Dec 04 04:56:52 2005,notice,unknown,jk2_init() Found child 8533 in scoreboard slot 8,success,63,[Sun Dec 04 04:56:52 2005] [notice] jk2_init() Found child 8533 in scoreboard slot 8,2005-12-04 04:56:52,2005-12-04,4,Sunday
Sun Dec 04 04:56:57 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,64,[Sun Dec 04 04:56:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:56:57,2005-12-04,4,Sunday
Sun Dec 04 04:56:57 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,65,[Sun Dec 04 04:56:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:56:57,2005-12-04,4,Sunday
Sun Dec 04 04:56:59 2005,error,unknown,mod_jk child workerEnv in error state 6,success,66,[Sun Dec 04 04:56:59 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:56:59,2005-12-04,4,Sunday
Sun Dec 04 04:57:00 2005,error,unknown,mod_jk child workerEnv in error state 6,success,67,[Sun Dec 04 04:57:00 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:57:00,2005-12-04,4,Sunday
Sun Dec 04 04:57:20 2005,notice,unknown,jk2_init() Found child 8536 in scoreboard slot 6,success,68,[Sun Dec 04 04:57:20 2005] [notice] jk2_init() Found child 8536 in scoreboard slot 6,2005-12-04 04:57:20,2005-12-04,4,Sunday
Sun Dec 04 04:57:20 2005,notice,unknown,jk2_init() Found child 8539 in scoreboard slot 7,success,69,[Sun Dec 04 04:57:20 2005] [notice] jk2_init() Found child 8539 in scoreboard slot 7,2005-12-04 04:57:20,2005-12-04,4,Sunday
Sun Dec 04 04:57:24 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,70,[Sun Dec 04 04:57:24 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:57:24,2005-12-04,4,Sunday
Sun Dec 04 04:57:24 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,71,[Sun Dec 04 04:57:24 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:57:24,2005-12-04,4,Sunday
Sun Dec 04 04:57:24 2005,error,unknown,mod_jk child workerEnv in error state 6,success,72,[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:57:24,2005-12-04,4,Sunday
Sun Dec 04 04:57:24 2005,error,unknown,mod_jk child workerEnv in error state 6,success,73,[Sun Dec 04 04:57:24 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:57:24,2005-12-04,4,Sunday
Sun Dec 04 04:57:49 2005,notice,unknown,jk2_init() Found child 8541 in scoreboard slot 9,success,74,[Sun Dec 04 04:57:49 2005] [notice] jk2_init() Found child 8541 in scoreboard slot 9,2005-12-04 04:57:49,2005-12-04,4,Sunday
Sun Dec 04 04:58:11 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,75,[Sun Dec 04 04:58:11 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:58:11,2005-12-04,4,Sunday
Sun Dec 04 04:58:18 2005,error,unknown,mod_jk child workerEnv in error state 6,success,76,[Sun Dec 04 04:58:18 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:58:18,2005-12-04,4,Sunday
Sun Dec 04 04:58:45 2005,notice,unknown,jk2_init() Found child 8547 in scoreboard slot 10,success,77,[Sun Dec 04 04:58:45 2005] [notice] jk2_init() Found child 8547 in scoreboard slot 10,2005-12-04 04:58:45,2005-12-04,4,Sunday
Sun Dec 04 04:58:57 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,78,[Sun Dec 04 04:58:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:58:57,2005-12-04,4,Sunday
Sun Dec 04 04:58:58 2005,error,unknown,mod_jk child workerEnv in error state 6,success,79,[Sun Dec 04 04:58:58 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:58:58,2005-12-04,4,Sunday
Sun Dec 04 04:59:28 2005,notice,unknown,jk2_init() Found child 8554 in scoreboard slot 6,success,80,[Sun Dec 04 04:59:28 2005] [notice] jk2_init() Found child 8554 in scoreboard slot 6,2005-12-04 04:59:28,2005-12-04,4,Sunday
Sun Dec 04 04:59:27 2005,notice,unknown,jk2_init() Found child 8553 in scoreboard slot 8,success,81,[Sun Dec 04 04:59:27 2005] [notice] jk2_init() Found child 8553 in scoreboard slot 8,2005-12-04 04:59:27,2005-12-04,4,Sunday
Sun Dec 04 04:59:35 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,82,[Sun Dec 04 04:59:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:59:35,2005-12-04,4,Sunday
Sun Dec 04 04:59:35 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,83,[Sun Dec 04 04:59:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 04:59:35,2005-12-04,4,Sunday
Sun Dec 04 04:59:38 2005,error,unknown,mod_jk child workerEnv in error state 6,success,84,[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:59:38,2005-12-04,4,Sunday
Sun Dec 04 04:59:38 2005,error,unknown,mod_jk child workerEnv in error state 6,success,85,[Sun Dec 04 04:59:38 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 04:59:38,2005-12-04,4,Sunday
Sun Dec 04 05:00:03 2005,notice,unknown,jk2_init() Found child 8560 in scoreboard slot 7,success,86,[Sun Dec 04 05:00:03 2005] [notice] jk2_init() Found child 8560 in scoreboard slot 7,2005-12-04 05:00:03,2005-12-04,5,Sunday
Sun Dec 04 05:00:09 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,87,[Sun Dec 04 05:00:09 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:09,2005-12-04,5,Sunday
Sun Dec 04 05:00:09 2005,error,unknown,mod_jk child workerEnv in error state 6,success,88,[Sun Dec 04 05:00:09 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 05:00:09,2005-12-04,5,Sunday
Sun Dec 04 05:00:13 2005,notice,unknown,jk2_init() Found child 8565 in scoreboard slot 9,success,89,[Sun Dec 04 05:00:13 2005] [notice] jk2_init() Found child 8565 in scoreboard slot 9,2005-12-04 05:00:13,2005-12-04,5,Sunday
Sun Dec 04 05:00:13 2005,notice,unknown,jk2_init() Found child 8573 in scoreboard slot 10,success,90,[Sun Dec 04 05:00:13 2005] [notice] jk2_init() Found child 8573 in scoreboard slot 10,2005-12-04 05:00:13,2005-12-04,5,Sunday
Sun Dec 04 05:00:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,91,[Sun Dec 04 05:00:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:15,2005-12-04,5,Sunday
Sun Dec 04 05:00:15 2005,error,unknown,mod_jk child workerEnv in error state 6,success,92,[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 05:00:15,2005-12-04,5,Sunday
Sun Dec 04 05:00:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,93,[Sun Dec 04 05:00:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:00:15,2005-12-04,5,Sunday
Sun Dec 04 05:00:15 2005,error,unknown,mod_jk child workerEnv in error state 6,success,94,[Sun Dec 04 05:00:15 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 05:00:15,2005-12-04,5,Sunday
Sun Dec 04 05:01:20 2005,notice,unknown,jk2_init() Found child 8584 in scoreboard slot 7,success,95,[Sun Dec 04 05:01:20 2005] [notice] jk2_init() Found child 8584 in scoreboard slot 7,2005-12-04 05:01:20,2005-12-04,5,Sunday
Sun Dec 04 05:01:20 2005,notice,unknown,jk2_init() Found child 8587 in scoreboard slot 9,success,96,[Sun Dec 04 05:01:20 2005] [notice] jk2_init() Found child 8587 in scoreboard slot 9,2005-12-04 05:01:20,2005-12-04,5,Sunday
Sun Dec 04 05:02:14 2005,notice,unknown,jk2_init() Found child 8603 in scoreboard slot 10,success,97,[Sun Dec 04 05:02:14 2005] [notice] jk2_init() Found child 8603 in scoreboard slot 10,2005-12-04 05:02:14,2005-12-04,5,Sunday
Sun Dec 04 05:02:14 2005,notice,unknown,jk2_init() Found child 8605 in scoreboard slot 8,success,98,[Sun Dec 04 05:02:14 2005] [notice] jk2_init() Found child 8605 in scoreboard slot 8,2005-12-04 05:02:14,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8764 in scoreboard slot 10,success,99,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8764 in scoreboard slot 10,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8765 in scoreboard slot 11,success,100,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8765 in scoreboard slot 11,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8763 in scoreboard slot 9,success,101,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8763 in scoreboard slot 9,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8744 in scoreboard slot 8,success,102,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8744 in scoreboard slot 8,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8743 in scoreboard slot 7,success,103,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8743 in scoreboard slot 7,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8738 in scoreboard slot 6,success,104,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8738 in scoreboard slot 6,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:03 2005,notice,unknown,jk2_init() Found child 8766 in scoreboard slot 12,success,105,[Sun Dec 04 05:04:03 2005] [notice] jk2_init() Found child 8766 in scoreboard slot 12,2005-12-04 05:04:03,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,106,[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,error,unknown,mod_jk child workerEnv in error state 7,success,107,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 05:04:04,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,108,[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,error,unknown,mod_jk child workerEnv in error state 6,success,109,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 05:04:04,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,110,[Sun Dec 04 05:04:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 05:04:04,2005-12-04,5,Sunday
Sun Dec 04 05:04:04 2005,error,unknown,mod_jk child workerEnv in error state 7,success,111,[Sun Dec 04 05:04:04 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 05:04:04,2005-12-04,5,Sunday
